ObservationID	Count	SpeciesID
RHOE_09.03_2008_12	17	720
RHOE_09.03_2008_12	3	1220
RHOE_09.03_2008_12	1	1520
RHOE_09.03_2008_12	16	1660
RHOE_09.03_2008_12	1	1780
RHOE_09.03_2008_12	13	1860
RHOE_09.03_2008_12	10	4240
RHOE_09.03_2008_12	11	4290
RHOE_09.03_2008_12	96	5820
RHOE_09.03_2008_2	9	720
RHOE_09.03_2008_2	2	1520
RHOE_09.03_2008_2	8	1660
RHOE_09.03_2008_2	1	1780
RHOE_09.03_2008_2	2	1860
RHOE_09.03_2008_2	21	4240
RHOE_09.03_2008_2	6	4290
RHOE_09.03_2008_2	76	5820
RHOE_09.03_2009_1	1	1220
RHOE_09.03_2009_1	2	1520
RHOE_09.03_2009_1	3	1660
RHOE_09.03_2009_1	1	1780
RHOE_09.03_2009_1	15	1860
RHOE_09.03_2009_1	33	4240
RHOE_09.03_2009_1	24	4290
RHOE_09.03_2009_1	127	5820
RHOE_09.03_2009_2	1	1220
RHOE_09.03_2009_2	2	1520
RHOE_09.03_2009_2	11	1660
RHOE_09.03_2009_2	23	1860
RHOE_09.03_2009_2	23	4240
RHOE_09.03_2009_2	9	4290
RHOE_09.03_2009_2	208	5820
RHOE_09.03_2009_2	2	5900
RHOE_09.03_2010_1	1	720
RHOE_09.03_2010_1	1	1220
RHOE_09.03_2010_1	1	1520
RHOE_09.03_2010_1	10	1660
RHOE_09.03_2010_1	18	1860
RHOE_09.03_2010_1	15	4240
RHOE_09.03_2010_1	20	4290
RHOE_09.03_2010_1	66	5820
RHOE_09.03_2010_1	2	5900
RHOE_09.03_2010_12	3	1220
RHOE_09.03_2010_12	2	1520
RHOE_09.03_2010_12	12	1660
RHOE_09.03_2010_12	24	1860
RHOE_09.03_2010_12	15	4240
RHOE_09.03_2010_12	10	4290
RHOE_09.03_2010_12	260	5820
RHOE_09.03_2010_12	3	5900
RHOE_09.03_2011_1	7	720
RHOE_09.03_2011_1	11	1660
RHOE_09.03_2011_1	3	1860
RHOE_09.03_2011_1	21	4240
RHOE_09.03_2011_1	25	4290
RHOE_09.03_2011_1	4	5820
RHOE_09.03_2011_1	1	5920
RHOE_09.03_2011_2	2	720
RHOE_09.03_2011_2	10	1660
RHOE_09.03_2011_2	2	1780
RHOE_09.03_2011_2	15	1860
RHOE_09.03_2011_2	10	4240
RHOE_09.03_2011_2	18	4290
RHOE_09.03_2011_2	22	5820
RHOE_09.03_2012_1	5	720
RHOE_09.03_2012_1	2	1520
RHOE_09.03_2012_1	18	1660
RHOE_09.03_2012_1	25	1860
RHOE_09.03_2012_1	33	4240
RHOE_09.03_2012_1	22	4290
RHOE_09.03_2012_1	90	5820
RHOE_09.03_2013_1	1	70
RHOE_09.03_2013_1	8	720
RHOE_09.03_2013_1	1	1220
RHOE_09.03_2013_1	2	1520
RHOE_09.03_2013_1	38	1660
RHOE_09.03_2013_1	6	1860
RHOE_09.03_2013_1	1	2030
RHOE_09.03_2013_1	21	4240
RHOE_09.03_2013_1	27	4290
RHOE_09.03_2013_1	84	5820
RHOE_09.03_2014_1	14	720
RHOE_09.03_2014_1	2	1520
RHOE_09.03_2014_1	2	1590
RHOE_09.03_2014_1	3	1610
RHOE_09.03_2014_1	17	1660
RHOE_09.03_2014_1	2	1780
RHOE_09.03_2014_1	36	1860
RHOE_09.03_2014_1	14	2030
RHOE_09.03_2014_1	26	4240
RHOE_09.03_2014_1	31	4290
RHOE_09.03_2014_1	250	5820
RHOE_09.04_1995_1	2	70
RHOE_09.04_1995_1	2	90
RHOE_09.04_1995_1	1	1220
RHOE_09.04_1995_1	1	1840
RHOE_09.04_1995_1	22	1860
RHOE_09.04_1995_1	24	1980
RHOE_09.04_1995_1	2	2030
RHOE_09.04_1995_1	14	4240
RHOE_09.04_1995_1	25	4290
RHOE_09.04_1995_1	140	5820
RHOE_09.04_1995_1	3	5900
RHOE_09.04_1996_1	4	90
RHOE_09.04_1996_1	2	1220
RHOE_09.04_1996_1	2	1840
RHOE_09.04_1996_1	19	1860
RHOE_09.04_1996_1	21	1980
RHOE_09.04_1996_1	9	2030
RHOE_09.04_1996_1	8	4240
RHOE_09.04_1996_1	35	4290
RHOE_09.04_1997_1	1	70
RHOE_09.04_1997_1	4	1220
RHOE_09.04_1997_1	70	1860
RHOE_09.04_1997_1	1	2030
RHOE_09.04_1997_1	4	2200
RHOE_09.04_1997_1	1	2230
RHOE_09.04_1997_1	20	4290
RHOE_09.04_1997_1	60	5820
RHOE_09.04_1997_1	5	5900
RHOE_09.04_1998_1	5	90
RHOE_09.04_1998_1	6	720
RHOE_09.04_1998_1	6	1220
RHOE_09.04_1998_1	2	1520
RHOE_09.04_1998_1	5	1860
RHOE_09.04_1998_1	21	1980
RHOE_09.04_1998_1	3	2030
RHOE_09.04_1998_1	1	4240
RHOE_09.04_1998_1	70	4290
RHOE_09.04_1998_1	30	5820
RHOE_09.04_1999_1	1	90
RHOE_09.04_1999_1	10	720
RHOE_09.04_1999_1	3	1220
RHOE_09.04_1999_1	13	1520
RHOE_09.04_1999_1	29	1860
RHOE_09.04_1999_1	4	1940
RHOE_09.04_1999_1	35	1980
RHOE_09.04_1999_1	15	2030
RHOE_09.04_1999_1	20	4240
RHOE_09.04_1999_1	100	4290
RHOE_09.04_1999_1	65	5820
RHOE_09.04_1999_1	1	5900
RHOE_09.04_2000_1	1	70
RHOE_09.04_2000_1	2	720
RHOE_09.04_2000_1	3	1220
RHOE_09.04_2000_1	4	1860
RHOE_09.04_2000_1	1	1980
RHOE_09.04_2000_1	6	2030
RHOE_09.04_2000_1	30	4240
RHOE_09.04_2000_1	66	4290
RHOE_09.04_2000_1	46	5820
RHOE_09.04_2000_1	2	5900
RHOE_09.04_2001_1	3	720
RHOE_09.04_2001_1	18	1220
RHOE_09.04_2001_1	32	1860
RHOE_09.04_2001_1	25	4290
RHOE_09.04_2001_1	60	5820
RHOE_09.04_2001_1	3	5900
RHOE_09.04_2002_1	4	720
RHOE_09.04_2002_1	3	1220
RHOE_09.04_2002_1	8	1860
RHOE_09.04_2002_1	13	4240
RHOE_09.04_2002_1	6	4290
RHOE_09.04_2002_1	8	5820
RHOE_09.04_2003_1	1	90
RHOE_09.04_2003_1	12	720
RHOE_09.04_2003_1	1	1220
RHOE_09.04_2003_1	2	1520
RHOE_09.04_2003_1	18	1860
RHOE_09.04_2003_1	15	2030
RHOE_09.04_2003_1	19	4240
RHOE_09.04_2003_1	43	4290
RHOE_09.04_2003_1	17	5820
RHOE_09.04_2003_1	1	5900
RHOE_09.04_2004_1	4	70
RHOE_09.04_2004_1	17	720
RHOE_09.04_2004_1	5	1220
RHOE_09.04_2004_1	2	1940
RHOE_09.04_2004_1	5	1980
RHOE_09.04_2004_1	7	2030
RHOE_09.04_2004_1	13	4240
RHOE_09.04_2004_1	9	4290
RHOE_09.04_2004_1	12	5820
RHOE_09.04_2005_1	25	720
RHOE_09.04_2005_1	7	1220
RHOE_09.04_2005_1	2	1520
RHOE_09.04_2005_1	22	1860
RHOE_09.04_2005_1	4	1940
RHOE_09.04_2005_1	12	1980
RHOE_09.04_2005_1	2	2030
RHOE_09.04_2005_1	5	4290
RHOE_09.04_2005_1	21	5820
RHOE_09.04_2006_1	5	1220
RHOE_09.04_2006_1	6	1860
RHOE_09.04_2006_1	5	4240
RHOE_09.04_2006_1	4	4290
RHOE_09.04_2007_1	14	720
RHOE_09.04_2007_1	1	1220
RHOE_09.04_2007_1	21	1860
RHOE_09.04_2007_1	20	1980
RHOE_09.04_2007_1	3	2030
RHOE_09.04_2008_1	1	90
RHOE_09.04_2008_1	19	720
RHOE_09.04_2008_1	11	1860
RHOE_09.04_2008_1	25	1980
RHOE_09.04_2008_1	9	2030
RHOE_09.04_2008_1	8	4240
RHOE_09.04_2008_1	16	4290
RHOE_09.04_2009_1	5	720
RHOE_09.04_2009_1	1	1220
RHOE_09.04_2009_1	15	1860
RHOE_09.04_2009_1	20	4290
RHOE_09.04_2009_11	1	90
RHOE_09.04_2009_11	8	720
RHOE_09.04_2009_11	1	1220
RHOE_09.04_2009_11	9	1520
RHOE_09.04_2009_11	20	1820
RHOE_09.04_2009_11	10	1860
RHOE_09.04_2009_11	10	1940
RHOE_09.04_2009_11	38	1980
RHOE_09.04_2009_11	30	2030
RHOE_09.04_2009_11	5	4240
RHOE_09.04_2009_11	75	4290
RHOE_09.04_2009_11	5	5820
RHOE_09.04_2009_12	1	90
RHOE_09.04_2009_12	3	720
RHOE_09.04_2009_12	1	1220
RHOE_09.04_2009_12	2	1520
RHOE_09.04_2009_12	7	1660
RHOE_09.04_2009_12	21	1820
RHOE_09.04_2009_12	12	1860
RHOE_09.04_2009_12	5	1940
RHOE_09.04_2009_12	35	1980
RHOE_09.04_2009_12	21	2030
RHOE_09.04_2009_12	6	4240
RHOE_09.04_2009_12	80	4290
RHOE_09.04_2009_12	10	5820
RHOE_09.04_2010_1	2	4290
RHOE_09.04_2010_11	1	90
RHOE_09.04_2010_11	11	720
RHOE_09.04_2010_11	1	1220
RHOE_09.04_2010_11	1	1520
RHOE_09.04_2010_11	10	1860
RHOE_09.04_2010_11	1	1940
RHOE_09.04_2010_11	4	1980
RHOE_09.04_2010_11	7	2030
RHOE_09.04_2010_11	2	4240
RHOE_09.04_2010_11	8	4290
RHOE_09.04_2010_2	7	1820
RHOE_09.04_2010_2	2	1980
RHOE_09.04_2010_2	16	2030
RHOE_09.04_2010_2	1	2200
RHOE_09.04_2010_2	53	4290
RHOE_09.04_2011_1	3	70
RHOE_09.04_2011_1	2	90
RHOE_09.04_2011_1	9	720
RHOE_09.04_2011_1	4	1220
RHOE_09.04_2011_1	2	1520
RHOE_09.04_2011_1	8	1660
RHOE_09.04_2011_1	2	1820
RHOE_09.04_2011_1	25	1860
RHOE_09.04_2011_1	4	1940
RHOE_09.04_2011_1	20	1980
RHOE_09.04_2011_1	10	2030
RHOE_09.04_2011_1	1	2230
RHOE_09.04_2011_1	4	4240
RHOE_09.04_2011_1	20	4290
RHOE_09.04_2011_1	15	5820
RHOE_09.04_2011_11	2	1860
RHOE_09.04_2011_11	3	1980
RHOE_09.04_2011_11	8	2030
RHOE_09.04_2011_11	1	4070
RHOE_09.04_2011_11	1	4240
RHOE_09.04_2011_11	2	4290
RHOE_09.04_2011_12	1	720
RHOE_09.04_2011_12	3	1220
RHOE_09.04_2011_12	2	1820
RHOE_09.04_2011_12	8	1860
RHOE_09.04_2011_12	6	1980
RHOE_09.04_2011_12	12	2030
RHOE_09.04_2011_12	14	4290
RHOE_09.04_2011_12	1	5560
RHOE_09.04_2011_12	2	5820
RHOE_09.04_2011_2	2	90
RHOE_09.04_2011_2	6	720
RHOE_09.04_2011_2	3	1220
RHOE_09.04_2011_2	2	1520
RHOE_09.04_2011_2	6	1660
RHOE_09.04_2011_2	25	1820
RHOE_09.04_2011_2	25	1860
RHOE_09.04_2011_2	2	1940
RHOE_09.04_2011_2	18	1980
RHOE_09.04_2011_2	30	2030
RHOE_09.04_2011_2	4	4240
RHOE_09.04_2011_2	15	4290
RHOE_09.04_2011_2	300	5820
RHOE_09.04_2011_2	4	5900
RHOE_09.04_2012_1	2	90
RHOE_09.04_2012_1	1	1220
RHOE_09.04_2012_1	1	1520
RHOE_09.04_2012_1	2	1660
RHOE_09.04_2012_1	10	1820
RHOE_09.04_2012_1	6	1840
RHOE_09.04_2012_1	3	1860
RHOE_09.04_2012_1	11	1980
RHOE_09.04_2012_1	9	2030
RHOE_09.04_2012_1	2	4240
RHOE_09.04_2012_1	32	4290
RHOE_09.04_2012_1	9	5820
RHOE_09.04_2012_11	3	720
RHOE_09.04_2012_11	8	1220
RHOE_09.04_2012_11	2	1820
RHOE_09.04_2012_11	18	1860
RHOE_09.04_2012_11	3	2030
RHOE_09.04_2012_11	19	4290
RHOE_09.04_2012_11	120	5820
RHOE_09.04_2012_12	5	720
RHOE_09.04_2012_12	5	1220
RHOE_09.04_2012_12	25	1860
RHOE_09.04_2012_12	2	1980
RHOE_09.04_2012_12	9	2030
RHOE_09.04_2012_12	2	4240
RHOE_09.04_2012_12	10	4290
RHOE_09.04_2012_12	11	5820
RHOE_09.04_2012_2	6	1860
RHOE_09.04_2012_2	4	1980
RHOE_09.04_2012_2	6	2030
RHOE_09.04_2012_2	1	4240
RHOE_09.04_2012_2	43	4290
RHOE_09.04_2012_2	45	5820
RHOE_09.04_2012_2	1	5920
RHOE_09.04_2013_1	1	720
RHOE_09.04_2013_1	3	1220
RHOE_09.04_2013_1	2	1520
RHOE_09.04_2013_1	2	1660
RHOE_09.04_2013_1	10	1860
RHOE_09.04_2013_1	10	1980
RHOE_09.04_2013_1	4	2030
RHOE_09.04_2013_1	1	4240
RHOE_09.04_2013_1	20	4290
RHOE_09.04_2013_1	6	5820
RHOE_09.04_2013_11	7	70
RHOE_09.04_2013_11	2	720
RHOE_09.04_2013_11	1	1220
RHOE_09.04_2013_11	3	1520
RHOE_09.04_2013_11	30	1820
RHOE_09.04_2013_11	23	1860
RHOE_09.04_2013_11	18	1940
RHOE_09.04_2013_11	5	1980
RHOE_09.04_2013_11	29	2030
RHOE_09.04_2013_11	1	4070
RHOE_09.04_2013_11	4	4240
RHOE_09.04_2013_11	107	4290
RHOE_09.04_2013_11	4	5820
RHOE_09.04_2013_12	5	70
RHOE_09.04_2013_12	9	720
RHOE_09.04_2013_12	2	1220
RHOE_09.04_2013_12	2	1520
RHOE_09.04_2013_12	18	1820
RHOE_09.04_2013_12	8	1860
RHOE_09.04_2013_12	21	1940
RHOE_09.04_2013_12	3	1980
RHOE_09.04_2013_12	21	2030
RHOE_09.04_2013_12	2	4240
RHOE_09.04_2013_12	135	4290
RHOE_09.04_2013_12	6	5820
RHOE_09.04_2013_2	3	720
RHOE_09.04_2013_2	1	1220
RHOE_09.04_2013_2	2	1660
RHOE_09.04_2013_2	8	1860
RHOE_09.04_2013_2	20	1980
RHOE_09.04_2013_2	10	2030
RHOE_09.04_2013_2	26	4290
RHOE_09.04_2013_2	18	5820
RHOE_09.04_2014_1	2	70
RHOE_09.04_2014_1	1	90
RHOE_09.04_2014_1	3	720
RHOE_09.04_2014_1	2	1220
RHOE_09.04_2014_1	21	1660
RHOE_09.04_2014_1	16	1860
RHOE_09.04_2014_1	14	1940
RHOE_09.04_2014_1	4	1980
RHOE_09.04_2014_1	20	2030
RHOE_09.04_2014_1	3	4070
RHOE_09.04_2014_1	102	4290
RHOE_09.04_2014_1	12	5820
RHOE_09.04_2014_2	2	70
RHOE_09.04_2014_2	1	90
RHOE_09.04_2014_2	8	720
RHOE_09.04_2014_2	2	1220
RHOE_09.04_2014_2	2	1520
RHOE_09.04_2014_2	10	1660
RHOE_09.04_2014_2	28	1860
RHOE_09.04_2014_2	9	1940
RHOE_09.04_2014_2	5	1980
RHOE_09.04_2014_2	18	2030
RHOE_09.04_2014_2	2	4240
RHOE_09.04_2014_2	62	4290
RHOE_09.04_2014_2	1	5820
RHOE_09.05_1995_1	1	70
RHOE_09.05_1995_1	2	90
RHOE_09.05_1995_1	1	1220
RHOE_09.05_1995_1	29	1860
RHOE_09.05_1995_1	11	4240
RHOE_09.05_1995_1	25	4290
RHOE_09.05_1995_1	140	5820
RHOE_09.05_1995_1	4	5900
RHOE_09.05_1996_1	43	1860
RHOE_09.05_1996_1	6	4240
RHOE_09.05_1996_1	19	4290
RHOE_09.05_1997_1	5	1220
RHOE_09.05_1997_1	15	4240
RHOE_09.05_1997_1	30	4290
RHOE_09.05_1997_1	300	5820
RHOE_09.05_1997_1	10	5900
RHOE_09.05_1998_1	16	90
RHOE_09.05_1998_1	1	1220
RHOE_09.05_1998_1	16	1860
RHOE_09.05_1998_1	5	1980
RHOE_09.05_1998_1	9	4240
RHOE_09.05_1998_1	19	4290
RHOE_09.05_1998_1	106	5820
RHOE_09.05_1998_1	1	5900
RHOE_09.05_1999_1	2	90
RHOE_09.05_1999_1	1	720
RHOE_09.05_1999_1	2	1840
RHOE_09.05_1999_1	17	1860
RHOE_09.05_1999_1	11	1980
RHOE_09.05_1999_1	11	4240
RHOE_09.05_1999_1	14	4290
RHOE_09.05_1999_1	100	5820
RHOE_09.05_1999_1	2	5900
RHOE_09.05_2000_1	2	70
RHOE_09.05_2000_1	2	90
RHOE_09.05_2000_1	2	1220
RHOE_09.05_2000_1	1	1770
RHOE_09.05_2000_1	42	1860
RHOE_09.05_2000_1	2	2030
RHOE_09.05_2000_1	12	4240
RHOE_09.05_2000_1	26	4290
RHOE_09.05_2000_1	179	5820
RHOE_09.05_2002_1	3	70
RHOE_09.05_2002_1	2	1220
RHOE_09.05_2002_1	50	1860
RHOE_09.05_2002_1	3	4240
RHOE_09.05_2002_1	14	4290
RHOE_09.05_2002_1	95	5820
RHOE_09.05_2003_1	2	70
RHOE_09.05_2003_1	2	90
RHOE_09.05_2003_1	5	720
RHOE_09.05_2003_1	2	1220
RHOE_09.05_2003_1	48	1860
RHOE_09.05_2003_1	14	4240
RHOE_09.05_2003_1	21	4290
RHOE_09.05_2003_1	135	5820
RHOE_09.05_2004_1	2	70
RHOE_09.05_2004_1	3	90
RHOE_09.05_2004_1	14	720
RHOE_09.05_2004_1	2	1220
RHOE_09.05_2004_1	2	1520
RHOE_09.05_2004_1	51	1860
RHOE_09.05_2004_1	10	1980
RHOE_09.05_2004_1	9	2030
RHOE_09.05_2004_1	15	4240
RHOE_09.05_2004_1	32	4290
RHOE_09.05_2005_1	4	70
RHOE_09.05_2005_1	2	90
RHOE_09.05_2005_1	11	720
RHOE_09.05_2005_1	2	1220
RHOE_09.05_2005_1	2	1520
RHOE_09.05_2005_1	11	1780
RHOE_09.05_2005_1	2	1820
RHOE_09.05_2005_1	71	1860
RHOE_09.05_2005_1	13	1980
RHOE_09.05_2005_1	25	2030
RHOE_09.05_2005_1	25	4240
RHOE_09.05_2005_1	66	4290
RHOE_09.05_2005_1	116	5820
RHOE_09.05_2005_1	1	5900
RHOE_09.05_2006_1	8	70
RHOE_09.05_2006_1	4	720
RHOE_09.05_2006_1	3	1220
RHOE_09.05_2006_1	3	1520
RHOE_09.05_2006_1	14	1780
RHOE_09.05_2006_1	21	1820
RHOE_09.05_2006_1	3	1840
RHOE_09.05_2006_1	104	1860
RHOE_09.05_2006_1	12	1940
RHOE_09.05_2006_1	8	2030
RHOE_09.05_2006_1	12	4240
RHOE_09.05_2006_1	62	4290
RHOE_09.05_2006_1	50	5820
RHOE_09.05_2007_11	4	70
RHOE_09.05_2007_11	1	90
RHOE_09.05_2007_11	12	720
RHOE_09.05_2007_11	3	1220
RHOE_09.05_2007_11	9	1520
RHOE_09.05_2007_11	5	1730
RHOE_09.05_2007_11	14	1780
RHOE_09.05_2007_11	12	1820
RHOE_09.05_2007_11	72	1860
RHOE_09.05_2007_11	1	1940
RHOE_09.05_2007_11	2	1980
RHOE_09.05_2007_11	8	2030
RHOE_09.05_2007_11	1	4070
RHOE_09.05_2007_11	13	4240
RHOE_09.05_2007_11	50	4290
RHOE_09.05_2007_11	160	5820
RHOE_09.05_2007_11	1	5900
RHOE_09.05_2007_12	5	70
RHOE_09.05_2007_12	3	720
RHOE_09.05_2007_12	3	1220
RHOE_09.05_2007_12	1	1520
RHOE_09.05_2007_12	7	1780
RHOE_09.05_2007_12	14	1820
RHOE_09.05_2007_12	54	1860
RHOE_09.05_2007_12	2	1980
RHOE_09.05_2007_12	10	2030
RHOE_09.05_2007_12	10	4240
RHOE_09.05_2007_12	30	4290
RHOE_09.05_2007_12	105	5820
RHOE_09.05_2008_1	2	70
RHOE_09.05_2008_1	1	720
RHOE_09.05_2008_1	2	1220
RHOE_09.05_2008_1	2	1520
RHOE_09.05_2008_1	7	1780
RHOE_09.05_2008_1	2	1820
RHOE_09.05_2008_1	66	1860
RHOE_09.05_2008_1	7	2030
RHOE_09.05_2008_1	10	4240
RHOE_09.05_2008_1	40	4290
RHOE_09.05_2008_1	200	5820
RHOE_09.05_2008_1	1	5900
RHOE_09.05_2008_11	5	70
RHOE_09.05_2008_11	6	720
RHOE_09.05_2008_11	3	1220
RHOE_09.05_2008_11	4	1520
RHOE_09.05_2008_11	6	1780
RHOE_09.05_2008_11	29	1820
RHOE_09.05_2008_11	67	1860
RHOE_09.05_2008_11	2	1940
RHOE_09.05_2008_11	25	1980
RHOE_09.05_2008_11	26	2030
RHOE_09.05_2008_11	20	4240
RHOE_09.05_2008_11	120	4290
RHOE_09.05_2008_11	45	5820
RHOE_09.05_2008_12	4	70
RHOE_09.05_2008_12	2	720
RHOE_09.05_2008_12	3	1220
RHOE_09.05_2008_12	4	1520
RHOE_09.05_2008_12	7	1780
RHOE_09.05_2008_12	37	1820
RHOE_09.05_2008_12	78	1860
RHOE_09.05_2008_12	4	1940
RHOE_09.05_2008_12	13	1980
RHOE_09.05_2008_12	47	2030
RHOE_09.05_2008_12	14	4240
RHOE_09.05_2008_12	135	4290
RHOE_09.05_2008_12	67	5820
RHOE_09.05_2008_12	1	5920
RHOE_09.05_2008_2	3	70
RHOE_09.05_2008_2	3	720
RHOE_09.05_2008_2	2	1220
RHOE_09.05_2008_2	2	1520
RHOE_09.05_2008_2	16	1660
RHOE_09.05_2008_2	19	1780
RHOE_09.05_2008_2	5	1820
RHOE_09.05_2008_2	72	1860
RHOE_09.05_2008_2	1	1960
RHOE_09.05_2008_2	14	1980
RHOE_09.05_2008_2	21	2030
RHOE_09.05_2008_2	10	4240
RHOE_09.05_2008_2	45	4290
RHOE_09.05_2008_2	85	5820
RHOE_09.05_2008_2	2	5900
RHOE_09.05_2009_1	5	70
RHOE_09.05_2009_1	4	720
RHOE_09.05_2009_1	3	1220
RHOE_09.05_2009_1	3	1520
RHOE_09.05_2009_1	3	1660
RHOE_09.05_2009_1	11	1780
RHOE_09.05_2009_1	27	1820
RHOE_09.05_2009_1	70	1860
RHOE_09.05_2009_1	14	1940
RHOE_09.05_2009_1	1	1960
RHOE_09.05_2009_1	12	1980
RHOE_09.05_2009_1	40	2030
RHOE_09.05_2009_1	1	4070
RHOE_09.05_2009_1	10	4240
RHOE_09.05_2009_1	169	4290
RHOE_09.05_2009_1	70	5820
RHOE_09.05_2009_11	5	70
RHOE_09.05_2009_11	3	90
RHOE_09.05_2009_11	5	720
RHOE_09.05_2009_11	3	1220
RHOE_09.05_2009_11	5	1520
RHOE_09.05_2009_11	7	1660
RHOE_09.05_2009_11	10	1780
RHOE_09.05_2009_11	41	1820
RHOE_09.05_2009_11	70	1860
RHOE_09.05_2009_11	8	1940
RHOE_09.05_2009_11	2	1960
RHOE_09.05_2009_11	110	1980
RHOE_09.05_2009_11	70	2030
RHOE_09.05_2009_11	15	4240
RHOE_09.05_2009_11	140	4290
RHOE_09.05_2009_11	30	5820
RHOE_09.05_2009_11	2	5920
RHOE_09.05_2009_12	4	70
RHOE_09.05_2009_12	3	90
RHOE_09.05_2009_12	8	720
RHOE_09.05_2009_12	3	1220
RHOE_09.05_2009_12	4	1520
RHOE_09.05_2009_12	5	1660
RHOE_09.05_2009_12	9	1780
RHOE_09.05_2009_12	47	1820
RHOE_09.05_2009_12	64	1860
RHOE_09.05_2009_12	5	1940
RHOE_09.05_2009_12	1	1960
RHOE_09.05_2009_12	70	1980
RHOE_09.05_2009_12	49	2030
RHOE_09.05_2009_12	1	4070
RHOE_09.05_2009_12	12	4240
RHOE_09.05_2009_12	160	4290
RHOE_09.05_2009_12	55	5820
RHOE_09.05_2009_12	1	5900
RHOE_09.05_2009_12	1	NA
RHOE_09.05_2009_2	5	70
RHOE_09.05_2009_2	3	720
RHOE_09.05_2009_2	3	1220
RHOE_09.05_2009_2	2	1520
RHOE_09.05_2009_2	13	1660
RHOE_09.05_2009_2	14	1780
RHOE_09.05_2009_2	25	1820
RHOE_09.05_2009_2	65	1860
RHOE_09.05_2009_2	7	1940
RHOE_09.05_2009_2	1	1960
RHOE_09.05_2009_2	21	1980
RHOE_09.05_2009_2	46	2030
RHOE_09.05_2009_2	8	4240
RHOE_09.05_2009_2	60	4290
RHOE_09.05_2009_2	69	5820
RHOE_09.05_2010_1	7	720
RHOE_09.05_2010_1	1	1220
RHOE_09.05_2010_1	4	1520
RHOE_09.05_2010_1	6	1660
RHOE_09.05_2010_1	66	1860
RHOE_09.05_2010_1	4	1940
RHOE_09.05_2010_1	1	1980
RHOE_09.05_2010_1	22	2030
RHOE_09.05_2010_1	2	4240
RHOE_09.05_2010_1	118	4290
RHOE_09.05_2010_1	39	5820
RHOE_09.05_2010_11	1	70
RHOE_09.05_2010_11	1	90
RHOE_09.05_2010_11	15	720
RHOE_09.05_2010_11	3	1220
RHOE_09.05_2010_11	8	1520
RHOE_09.05_2010_11	2	1660
RHOE_09.05_2010_11	7	1780
RHOE_09.05_2010_11	2	1790
RHOE_09.05_2010_11	28	1820
RHOE_09.05_2010_11	50	1860
RHOE_09.05_2010_11	5	1940
RHOE_09.05_2010_11	7	1960
RHOE_09.05_2010_11	26	1980
RHOE_09.05_2010_11	18	2030
RHOE_09.05_2010_11	8	4240
RHOE_09.05_2010_11	190	4290
RHOE_09.05_2010_11	15	5820
RHOE_09.05_2010_11	1	5900
RHOE_09.05_2010_12	1	70
RHOE_09.05_2010_12	1	90
RHOE_09.05_2010_12	4	720
RHOE_09.05_2010_12	3	1220
RHOE_09.05_2010_12	6	1520
RHOE_09.05_2010_12	23	1660
RHOE_09.05_2010_12	1	1770
RHOE_09.05_2010_12	3	1780
RHOE_09.05_2010_12	25	1820
RHOE_09.05_2010_12	4	1840
RHOE_09.05_2010_12	60	1860
RHOE_09.05_2010_12	3	1940
RHOE_09.05_2010_12	7	1960
RHOE_09.05_2010_12	8	1980
RHOE_09.05_2010_12	42	2030
RHOE_09.05_2010_12	180	4290
RHOE_09.05_2010_12	70	5820
RHOE_09.05_2010_12	1	5900
RHOE_09.05_2010_2	1	70
RHOE_09.05_2010_2	1	1220
RHOE_09.05_2010_2	3	1520
RHOE_09.05_2010_2	17	1660
RHOE_09.05_2010_2	6	1820
RHOE_09.05_2010_2	55	1860
RHOE_09.05_2010_2	23	1980
RHOE_09.05_2010_2	50	2030
RHOE_09.05_2010_2	2	4240
RHOE_09.05_2010_2	60	4290
RHOE_09.05_2010_2	52	5820
RHOE_09.05_2011_1	3	70
RHOE_09.05_2011_1	2	90
RHOE_09.05_2011_1	8	720
RHOE_09.05_2011_1	3	1220
RHOE_09.05_2011_1	4	1520
RHOE_09.05_2011_1	8	1660
RHOE_09.05_2011_1	1	1770
RHOE_09.05_2011_1	11	1780
RHOE_09.05_2011_1	5	1820
RHOE_09.05_2011_1	80	1860
RHOE_09.05_2011_1	3	1940
RHOE_09.05_2011_1	20	1980
RHOE_09.05_2011_1	30	2030
RHOE_09.05_2011_1	1	4070
RHOE_09.05_2011_1	12	4240
RHOE_09.05_2011_1	160	4290
RHOE_09.05_2011_1	60	5820
RHOE_09.05_2011_1	1	5900
RHOE_09.05_2011_11	1	70
RHOE_09.05_2011_11	4	90
RHOE_09.05_2011_11	13	720
RHOE_09.05_2011_11	3	1220
RHOE_09.05_2011_11	6	1520
RHOE_09.05_2011_11	6	1660
RHOE_09.05_2011_11	31	1820
RHOE_09.05_2011_11	23	1860
RHOE_09.05_2011_11	5	1940
RHOE_09.05_2011_11	4	1960
RHOE_09.05_2011_11	7	1980
RHOE_09.05_2011_11	22	2030
RHOE_09.05_2011_11	1	4070
RHOE_09.05_2011_11	7	4240
RHOE_09.05_2011_11	60	4290
RHOE_09.05_2011_11	34	5820
RHOE_09.05_2011_12	1	70
RHOE_09.05_2011_12	2	90
RHOE_09.05_2011_12	13	720
RHOE_09.05_2011_12	2	1220
RHOE_09.05_2011_12	6	1520
RHOE_09.05_2011_12	6	1660
RHOE_09.05_2011_12	1	1770
RHOE_09.05_2011_12	9	1780
